Name,Address,City,State,Zip,source,CISID,cluster_id,confidence
exxon food mart,5698 highway 20 se,cartersville,ga,301218159,flna,42104930,13253,1
ra lake store,394 state route 20 spur se,cartersville,ga,301215268,flna,42124222,13254,1
dollar general 15446,3566 highway 140,rydal,ga,301711210,flna,42140833,13255,1
circle k 723639,1361 joe frank harris pkwy se,cartersville,ga,301204222,flna,42165183,13256,1
circle k 723675,5646 highway 20 se,cartersville,ga,301215213,flna,42166083,13257,1
dollar general 18135,11 village dr,cartersville,ga,301214270,flna,42254423,13258,1
h and a foodmart,2290 us-411,cartersille,ga,30120,flna,42279278,13259,1
texaco foodmart 299,2472 highway 411,cartersville,ga,30121,flna,42286792,13260,1
speedway 7209,1395 highway 411 ne,cartersville,ga,301215118,flna,42317210,13261,1
wholesale food outle,251 highway 53 e,calhoun,ga,307013026,flna,247383,13262,1
favorite market 360,973 rome rd,calhoun,ga,30701,flna,1495909,13263,1
walgreens 17562,910 s wall st,calhoun,ga,307012620,flna,1583009,13264,1
dollar general 24,1284 curtis pkwy se,calhoun,ga,307013601,flna,1711591,13265,1
dollar general 7631,634 oothcalooga st,calhoun,ga,307012342,flna,1928628,13266,1
food lion 2615,5212 redbud rd,calhoun,ga,30701,flna,1952779,13267,1
hi tech fuel,295 w line st,calhoun,ga,307011815,flna,2070261,13268,1
walgreens 17229,1101 red bud rd ne,calhoun,ga,307019278,flna,2076087,13269,1
bp shop,1090 red bud rd ne,calhoun,ga,307012081,flna,2076277,13270,1
family dollar 290,815 s wall st,calhoun,ga,307012617,flna,2093853,13271,1
murphy usa 5360,440 w belmont dr,calhoun,ga,307013016,flna,2101954,13272,1
dollar tree 3477,122 wc bryant pkwy,calhoun,ga,307012642,flna,2233226,13273,1
abc 1,oothalooga,calhoun,ga,30701,flna,2375080,13274,1
vamshi foodmart and,calhoun ga 30701,calhoun,ga,30701,flna,2479835,13275,1
racetrac 2374,665 highway 53 east se,calhoun,ga,307013919,flna,42131664,13276,1
circle k 723651,808 s wall st,calhoun,ga,307012618,flna,42166294,13277,1
publix 0554,300 cherokee pl,cartersville,ga,301212964,flna,1353021,13278,1
target 969,100 cherokee pl,cartersville,ga,301212954,flna,1584357,13279,1
pacer fuels 121,300 red top mountain rd se,cartersville,ga,301216607,flna,1728031,13280,1
cvs 5692,13 n tennessee st,cartersville,ga,301203339,flna,1822403,13281,1
dollar general 1884,104 market sq,cartersville,ga,301202854,flna,1958504,13282,1
big lots 1003,160 market sq,cartersville,ga,301202854,flna,2053756,13283,1
emerson mini mart,emerson,emerson,ga,30137,flna,2086473,13284,1
gas n go,301 s erwin st,cartersville,ga,301203913,flna,2089725,13285,1
dollar general 6124,710 highway 293,emerson,ga,301372263,flna,2145963,13286,1
dollar tree 500,453 e main st,cartersville,ga,301213349,flna,2283509,13287,1
old mill bp,122 old mill rd,cartersville,ga,301204106,flna,2467575,13288,1
loves country stores,150 allatoona rd,emerson,ga,30137,flna,2516211,13289,1
walgreens,101 n tennessee st,cartersville,ga,301203211,flna,2528657,13290,1
citgo foodmart,445 s erwin st,cartersville,ga,301203951,flna,42133169,13291,1
circle k 723653,1325 e main st,cartersville,ga,301213300,flna,42165170,13292,1
century green,1340 e main st,cartersville,ga,301213302,flna,42183261,13293,1
racetrac 2512,1328 e main st,cartersville,ga,301213302,flna,42326500,13294,1
kroger 393,136 w belmont dr,calhoun,ga,307013064,flna,1403138,13295,1
om food mart,6274 highway 52,gillsville,ga,305432404,flna,1375673,13296,1
country store,hwy 51,homer,ga,30547,flna,1585965,13297,1
pilot corp 62800,10226 old federal rd,carnesville,ga,305212962,flna,1911368,13298,1
dollar general 7815,9173 lavonia rd,carnesville,ga,305213202,flna,1953304,13299,1
royal food chevron,172 otis brown rd,baldwin,ga,305113525,flna,1992880,13300,1
chevron food mart,181 historic homer hwy,homer,ga,305471947,flna,2022253,13301,1
dollar general 9282,480 evans st,homer,ga,305472813,flna,2093653,13302,1
patel grocery,4464 highway 198,homer,ga,305471804,flna,2425921,13303,1
hasty,753 south,baldwin,ga,30511,flna,2528039,13304,1
dollar general 13370,1329 willingham ave,baldwin,ga,305112041,flna,42007720,13305,1
marahon food mart,9961 sandy cross rd,carnesville,ga,305213876,flna,42077413,13306,1
dollar general 15964,6264 highway 52,gillsville,ga,305432404,flna,42161810,13307,1
family dollar 11228,9250 lavonia rd,carnesville,ga,305213201,flna,42179103,13308,1
piggly wiggly,9205 lavonia rd,carnesville,ga,305213203,flna,42184420,13309,1
pilot corp 455700,11156 highway 106,carnesville,ga,305213309,flna,42218103,13310,1
dollar general 17645,105 harmony church rd,baldwin,ga,305113504,flna,42247198,13311,1
dollar general 18827,4717 sandy cross rd,royston,ga,306623383,flna,42286266,13312,1
the express mart ii,258 n main st,cleveland,ga,30528,flna,202679,13313,1
adams food iga,271 e kytle st,cleveland,ga,305281267,flna,793995,13314,1
bettys country store,18 yonah st sse ma,helen,ga,305453120,flna,794033,13315,1
leaf grocery,7240 highway 115 e,cleveland,ga,305284112,flna,794054,13316,1
circle k 1222,7934 s main st,helen,ga,305453618,flna,835926,13317,1
mossy creek grocery,4871 highway 254,cleveland,ga,305286039,flna,985069,13318,1
dollar general 4773,1178 s main st,cleveland,ga,305281421,flna,1735003,13319,1
dollar general 7157,8160 s main st,helen,ga,305453647,flna,1838857,13320,1
sautee service expre,5028 helen hwy,sautee nacoochee,ga,305713218,flna,2098906,13321,1
petro fast 12,2743 highway 129 s,cleveland,ga,305284956,flna,2442144,13322,1
dollar general 12416,35 highway 254,cleveland,ga,305287910,flna,2484947,13323,1
kwik sak,9677 highway 75 n,helen,ga,305452516,flna,2528032,13324,1
alpine bp,8217 s main st,helen,ga,305453651,flna,42056107,13325,1
circle k 723319,4600 peachtree blvd,cleveland,ga,30528,flna,42165944,13326,1
dollar general 16202,6477 highway 17,clarkesville,ga,305235106,flna,42178754,13327,1
clipper petroleum 7,109 s main st,cleveland,ga,305281401,flna,42184481,13328,1
dollar general 16752,32 adair mill rd,cleveland,ga,305287017,flna,42216912,13329,1
cvs 7759,rt 3 box 3000-3,clayton,ga,30525,flna,270675,13330,1
andys super mkt,207 rickman st,clayton,ga,305255163,flna,793902,13331,1
brooks little gen,burton dam rd,clarkesville,ga,30523,flna,793922,13332,1
racetrac 455,401 us hwy 441 se box 650,clayton,ga,305250017,flna,1325798,13333,1
clipper 25,110 highway 441 n,clayton,ga,305254207,flna,1519411,13334,1
royal food 25,1519 highway 76 w,clayton,ga,305254900,flna,1683408,13335,1
clayton food mart,17 highway 441 s,clayton,ga,305255491,flna,1739249,13336,1
family dollar 874,112 plaza way,clayton,ga,305255421,flna,1998059,13337,1
grovers,5414 441 s.,lakemont,ga,30552,flna,2314740,13338,1
walgreens 12464,355 highway 441 s,clayton,ga,305255454,flna,2445484,13339,1
dollar general 11712,391 grandis heights cir,clarkesville,ga,305235409,flna,2454745,13340,1
m mart,1384 tom born rd,clarkesville,ga,305233456,flna,42031523,13341,1
home depot 8412,1551 highway 441 s,clayton,ga,305257638,flna,42081015,13342,1
dollar tree 7343,44 w savannah st,clayton,ga,305257043,flna,42269666,13343,1
anchorage,75 anchor ln,clayton,ga,305254835,flna,42290238,13344,1
dollar general 20212,5859 highway 197 s,clarkesville,ga,305236523,flna,42313261,13345,1
clarkesvlle citgo,305 pantherbrook ln,clarkesville,ga,305233409,flna,42330407,13346,1
jaemor farm market,5340 cornelia hwy,lula,ga,30554,flna,794164,13347,1
quality foods,1275 level grove rd,cornelia,ga,305315272,flna,1227317,13348,1
express mart food st,4900 talmadge dr,clarkesville,ga,305234449,flna,1447895,13349,1
dollar general 3256,409 cornelia plaza dr,cornelia,ga,305312902,flna,1584338,13350,1
racetrac 625,505 historic 441 hwy,cornelia,ga,305317115,flna,1756119,13351,1
shell foodmart,7360 tribble gap rd,alto,ga,305102108,flna,1982960,13352,1
dollar general 8839,224 merchants way,cornelia,ga,305314703,flna,2056447,13353,1
dollar general 5827,110 alto mud creek rd,alto,ga,305104700,flna,2196041,13354,1
big lots 1382,323 hwy 441 n,cornelia,ga,30531,flna,2445667,13355,1
bp food mart,310 toccoa hwy,mount airy,ga,305632201,flna,2491515,13356,1
dollar general 13796,2347 highway 197,mount airy,ga,305633003,flna,42037966,13357,1
circle k 723313,3951 state highway 365,alto,ga,305102914,flna,42165827,13358,1
circle k 723324,5000 talmadge dr,clarkesville,ga,305234450,flna,42165998,13359,1
rmco,5804 cornelia hwy,alto,ga,305102214,flna,42184475,13360,1
dollar tree 6889,474 town centre dr,cornelia,ga,305312955,flna,42314235,13361,1
dollar general 21424,4034 pea ridge rd,cornelia,ga,305318100,flna,42352476,13362,1
ingles 436,757 big a rd s,toccoa,ga,305773166,flna,278299,13363,1
quality foods,1060 big a rd s,toccoa,ga,305773814,flna,1113073,13364,1
mountain mart 1,4190 w currahee st,toccoa,ga,305779382,flna,1584340,13365,1
dollar general 0948,575 collins rd,toccoa,ga,305773033,flna,1711583,13366,1
save-a-lot 23733,561 collins rd,toccoa,ga,305773033,flna,1742186,13367,1
royal food-chevron,2366 old mill rd - hwy 17,eastanollee,ga,30538,flna,1918816,13368,1
royal foods 32,rr 1 box 1061,toccoa,ga,305779837,flna,1951838,13369,1
family dollar 107,423 big a rd s,toccoa,ga,305773103,flna,1992825,13370,1
dollar general 11252,9542 hwy 17,martin,ga,30557,flna,2416046,13371,1
american eagle,30 s broad st,toccoa,ga,305773356,flna,42032369,13372,1
dollar general 15894,7220 mize rd,toccoa,ga,305770687,flna,42167328,13373,1
toccoa mart,953 mize rd,toccoa,ga,305775846,flna,42184471,13374,1
dollar general 20313,301 w currahee st,toccoa,ga,305772625,flna,42323903,13375,1
ingles 061,199 habersham ter,cornelia,ga,305313822,flna,23863,13376,1
walgreens 19973,189 quality foods shopping ctr,cornelia,ga,305315788,flna,32618,13377,1
chevron 1,826 n main st,cleveland,ga,30528,flna,133802,13378,1
the express mart,hwy 441,demorest,ga,30535,flna,159603,13379,1
walgreens 18250,379 n main st,cleveland,ga,305281127,flna,164045,13380,1
alto grocery inc.,3705 gainesville hwy,alto,ga,305104104,flna,177509,13381,1
cvs 4190,641 big a rd s,toccoa,ga,305773168,flna,229117,13382,1
tugaloo corners inc,tugalo state park,lavonia,ga,30553,flna,1041286,13383,1
macs,hwy 441 hwy 123,baldwin,ga,30511,flna,1111520,13384,1
the express mart,1955 unit d,cleveland,ga,30528,flna,1152753,13385,1
s k g,789 s main st,cornelia,ga,305313976,flna,1222821,13386,1
bucks suprette,5042 brookhaven cir,toccoa,ga,305778842,flna,1314368,13387,1
chevron 4,724 e kytle st,cleveland,ga,305283417,flna,1404448,13388,1
kg (mr. ts),hwy 441 hwy 197,clarkesville,ga,30523,flna,1421617,13389,1
walgreens 19561,1235 washington st,clarkesville,ga,305235618,flna,1536847,13390,1
stumpys,100 7forks rd,martin,ga,30557,flna,1556805,13391,1
calico country store,holcomb rd,martin,ga,30557,flna,1709583,13392,1
cvs 3798,549 n main st,cornelia,ga,305312328,flna,1735471,13393,1
whistle express,150 finis springs dr,cornelia,ga,305315660,flna,1756855,13394,1
raceway 947,1586 big a rd,toccoa,ga,305776015,flna,1954785,13395,1
black mountain expre,435 falls rd,toccoa,ga,305771603,flna,1954956,13396,1
murphy usa 7285,4040 georgia hwy17,toccoa,ga,30577,flna,2097275,13397,1
dollar tree 2184,2160 hwy 441 n,cornelia,ga,305315318,flna,2143226,13398,1
ez kwik trip,2368 highway 115,demorest,ga,305353417,flna,2237703,13399,1
dollar tree 3628,978 big a rd,toccoa,ga,305772572,flna,2262942,13400,1
mountain express,3834 state highway 365,alto,ga,305102910,flna,2296433,13401,1
walgreens 12502,604 big a rd,toccoa,ga,305776006,flna,2427058,13402,1
hayes corner,3226 highway 17,clarkesville,ga,305234558,flna,2456782,13403,1
fast friendly pure,2117 rock creek rd,toccoa,ga,305778028,flna,2463490,13404,1
green food mart,5820 rock creek rd,toccoa,ga,305778038,flna,2486803,13405,1
toccoa food gas,12 collins rd,toccoa,ga,305776499,flna,2498975,13406,1
quickstopshop,816 big a rd,toccoa,ga,305776008,flna,2500736,13407,1
ingles c-store,1590 hwy 441 byp,cornelia,ga,30531,flna,2523288,13408,1
speedway,4753 highway 115,clarkesville,ga,305236763,flna,2528385,13409,1
quickmart,1007 n main st,cornelia,ga,305312333,flna,42036256,13410,1
home depot 6888,302 memorial dr,eastanollee,ga,305383230,flna,42061317,13411,1
mt airy express,2085 dicks hill pkwy,mount airy,ga,305634006,flna,42068249,13412,1
cost cutters cool s,2059 cool springs rd,clarkesville,ga,305234547,flna,42069242,13413,1
murphy express 8695,111 vfw post rd,cornelia,ga,305317128,flna,42078556,13414,1
k-m,613 highway 197 n,clarkesville,ga,305235114,flna,42087185,13415,1
hi-tech express,1291 level grove rd,cornelia,ga,305315272,flna,42095028,13416,1
buddys,474 big a rd s,toccoa,ga,305773104,flna,42168761,13417,1
country store,628 prather bridge rd,toccoa,ga,305771734,flna,42170835,13418,1
shores country store,4113 pea ridge rd,cornelia,ga,305314653,flna,42184466,13419,1
american eagle citgo,2690 big a rd,toccoa,ga,30577,flna,42198280,13420,1
shake and go,442 washington st,clarkesville,ga,305236038,flna,42198488,13421,1
lakeside footmart,5349 highway 123,toccoa,ga,305771991,flna,42218234,13422,1
mt mart,18 highway 123,toccoa,ga,305776297,flna,42224103,13423,1
murphy usa 7642,302 302 donald e thurmond pky,cleveland,ga,30528,flna,42224138,13424,1
foothills snackmart,265 big a rd,toccoa,ga,305776019,flna,42240622,13425,1
abc,873 n main st,cornelia,ga,305312304,flna,42252115,13426,1
quick stop shop,156 w currahee st,toccoa,ga,305772604,flna,42264459,13427,1
royal foods,2344 highway 123,toccoa,ga,305773951,flna,42264841,13428,1
dollar tree 7324,832 s main st,cleveland,ga,305281415,flna,42267761,13429,1
champ bussiness llc,1405 central ave,demorest,ga,305354554,flna,42285513,13430,1
kountry kupboard,626 w kytle st,cleveland,ga,305281340,flna,42300910,13431,1
riverbend express,1941 highway 105,demorest,ga,305352383,flna,42310714,13432,1
dollar tree 6896,613 washington st,clarkesville,ga,305236015,flna,42318327,13433,1
ingles 428,428 st hwy 441,clarkesville,ga,30523,flna,1005569,13434,1
ingles 489,55 cleveland hwy,cleveland,ga,30528,flna,1551597,13435,1
ingles markets inc,1070 e franklin st,hartwell,ga,306432204,flna,70081,13436,1
walmart sc 1111,1572 anderson hwy,hartwell,ga,306437197,flna,275550,13437,1
quality foods,0 elberton hwy,hartwell,ga,30643,flna,1515027,13438,1
walmart sc imp 1111,15725 anderson hwy,hartwell,ga,30643,flna,1769835,13439,1
dills food,94 augusta rd,lavonia,ga,30553,flna,221701,13440,1
hills exxon,14130 jones st,lavonia,ga,305531156,flna,1360201,13441,1
royal food 4,5338 lavonia hwy,lavonia,ga,305535124,flna,1704009,13442,1
dollar general 382,13439 jones st,lavonia,ga,305531165,flna,1711581,13443,1
dollar general 76,1355 e franklin st,hartwell,ga,306437132,flna,1711588,13444,1
family dollar 581,12280 augusta rd,lavonia,ga,305531210,flna,1998058,13445,1
lavoniafoodmart,aug.rd,lavonia,ga,30553,flna,2461855,13446,1
dollar general 12139,16 roper rd,canon,ga,305202100,flna,2485031,13447,1
corner mart,401 n forest ave,hartwell,ga,306431250,flna,42021760,13448,1
family dollar 9233,503 e franklin st,hartwell,ga,306432298,flna,42049345,13449,1
dollar general 14579,26 swan sanders rd,hartwell,ga,306433793,flna,42086936,13450,1
raceway,13722 jones st,lavonia,ga,305531150,flna,42095272,13451,1
dollar general 17671,2183 junction 77 hwy,hartwell,ga,306433100,flna,42244359,13452,1
dollar general 19809,60 poplar springs rd,lavonia,ga,305532032,flna,42302511,13453,1
ingles marker square,901 elbert st,elberton,ga,306352633,flna,23867,13454,1
circle k 2071,211 n oliver st,elberton,ga,306351418,flna,1070769,13455,1
walmart 1701,955 elbert st,elberton,ga,306352641,flna,1214682,13456,1
dollar general 2085,700 elbert st,elberton,ga,306352336,flna,1711587,13457,1
save-a-lot 23780,890 elbert st,elberton,ga,306352628,flna,1811092,13458,1
hop in shell everlig,118 n oliver st,elberton,ga,306351483,flna,1938609,13459,1
walgreens 11166,18 college ave,elberton,ga,306351740,flna,2383002,13460,1
dollar general 14629,250 college ave,elberton,ga,306351708,flna,42076919,13461,1
pyramid petro,1650 athens hwy,elberton,ga,306354419,flna,42212802,13462,1
dills food city,721 cook st,royston,ga,306623929,flna,168171,13463,1
bi-lo 173,867 franklin springs st,royston,ga,306623931,flna,237322,13464,1
rays food store,14 s broad st,bowman,ga,306241900,flna,860249,13465,1
royal foods,8742 hwy 29,royston,ga,30662,flna,1795904,13466,1
family dollar 423,705 cook st,royston,ga,306623929,flna,1992821,13467,1
dollar general 8748,3000 five forks rd,bowman,ga,306241400,flna,2037270,13468,1
dollar general 8767,33 skelton st,royston,ga,306622437,flna,2038571,13469,1
smile mart shell,585 franklin springs st,royston,ga,306623934,flna,2192719,13470,1
dollar general 14628,101 coldwater creek rd,dewy rose,ga,306342505,flna,42076914,13471,1
dollar general 15865,3049 w main st,royston,ga,306627020,flna,42161857,13472,1
adams cloverfarm,hwy 281,danielsville,ga,30633,flna,196173,13473,1
cvs 5613,1084 e franklin st,hartwell,ga,306432204,flna,229649,13474,1
tiny town,st hwy 72 e,carlton,ga,30627,flna,794346,13475,1
country superette,hwy,danielsville,ga,30633,flna,823133,13476,1
bowman minit mart,broad st,bowman,ga,30624,flna,860252,13477,1
jimbos,404 w howell st,hartwell,ga,306431021,flna,860367,13478,1
jimbos 4 bp,1035 e franklin st,hartwell,ga,306432205,flna,860368,13479,1
lakeside food mart,2034 reed creek hwy,hartwell,ga,306433956,flna,885220,13480,1
cvs 3776,232 elbert st,elberton,ga,306352102,flna,936618,13481,1
jimbos no 3,691 s jackson st,hartwell,ga,306431926,flna,1232395,13482,1
hasty mart,hwy 106 59,carnesville,ga,30521,flna,1275910,13483,1
walgreens 19428,13387 jones st,lavonia,ga,305531164,flna,1462952,13484,1
quick mart,1910 hartwell hwy,elberton,ga,306358406,flna,1540933,13485,1
walgreens 19011,859 franklin springs st,royston,ga,306623931,flna,1548319,13486,1
kennys korner,971 elbert st,elberton,ga,306352642,flna,1581746,13487,1
vanna country store,3091 highway 17 s,royston,ga,306625828,flna,1714208,13488,1
sunoco,1475 reed creek hwy,hartwell,ga,306433951,flna,1772397,13489,1
petro foodmart,310 elbert st,elberton,ga,306352306,flna,1822267,13490,1
maxway 804,1059 franklin springs st,royston,ga,306623801,flna,1835291,13491,1
shakti food mart,351 n oliver st,elberton,ga,306351215,flna,1862958,13492,1
max saver,117 liberty hill rd,hartwell,ga,306434550,flna,1931091,13493,1
royal food,12557 aug rd,lavonia,ga,30553,flna,1945371,13494,1
deans grocery,1338 mineral springs rd,elberton,ga,306354409,flna,1983575,13495,1
murphy usa 6903,1570 anderson hwy,hartwell,ga,306437171,flna,2009848,13496,1
handy pantry,andersn hy,hartwell,ga,30643,flna,2057886,13497,1
big gun bp,4993 highway 17,canon,ga,305202320,flna,2069746,13498,1
royal foods,3389 royston hwy,hartwell,ga,30643,flna,2083498,13499,1
dollar tree 2553,133 walmart dr,hartwell,ga,306438435,flna,2144790,13500,1
smile -mart2,4931-hwy-17,canon,ga,30520,flna,2219538,13501,1
dixie dale,2922 w main st,royston,ga,306627004,flna,2296467,13502,1
the junction,1456 hartwell hwy,elberton,ga,306358427,flna,2414185,13503,1
jones petro,604 heard st,elberton,ga,30635,flna,2528037,13504,1
royal foods,1214 highway 145,royston,ga,306623505,flna,42005793,13505,1
captains express,11157 highway 106,carnesville,ga,305213313,flna,42010373,13506,1
echo express,11337 highway 106,carnesville,ga,305212822,flna,42049908,13507,1
one stop foodmart,2449 highway 172 w,bowman,ga,306242517,flna,42067463,13508,1
home depot 1748,1700 anderson hwy,hartwell,ga,306437191,flna,42104189,13509,1
one stop,3 adams st,elberton,ga,306352501,flna,42119377,13510,1
quick way,883 elbert st,elberton,ga,306352627,flna,42163415,13511,1
dollar tree 5640,851 elbert st,elberton,ga,306352627,flna,42179750,13512,1
dewey rose minit mt,6746 elberton hwy,dewy rose,ga,306342047,flna,42184416,13513,1
five star enterprise,9508 lavonia rd,carnesville,ga,305213253,flna,42226693,13514,1
glorias corner,1431 bowman hwy,elberton,ga,306353905,flna,42272780,13515,1
royston foodmart,636 church st,royston,ga,306624425,flna,42273769,13516,1
airline store,1117 airline store rd,bowersville,ga,305162907,flna,42276953,13517,1
destiny food store,415 hartwell st,royston,ga,306622433,flna,42284947,13518,1
dollar tree 8453,411 smith st,royston,ga,306623917,flna,42352068,13519,1
adnan marathon,3259 buford hwy ne,brookhaven,ga,303291707,flna,66219,13520,1
food mart 2,438 glynn st s,fayetteville,ga,302142069,flna,170641,13521,1
southern pride food,3124 rockmart rd se,rome,ga,301616826,flna,238251,13522,1
sisters superette,7419 georgia highway 120,buchanan,ga,301135105,flna,792761,13523,1
draketown superette,8885 hwy 120 e,temple,ga,30179,flna,792771,13524,1
yorkville market,6454 highway 101 n,rockmart,ga,301536385,flna,792790,13525,1
jones pharmacy,575 glynn st n,fayetteville,ga,302141198,flna,792874,13526,1
browns quick pick,1046 alabama st,carrollton,ga,301172004,flna,792930,13527,1
stop shop 1,10 w highway 5,whitesburg,ga,301853024,flna,792957,13528,1
stop shop,440 newnan rd,carrollton,ga,301172557,flna,792967,13529,1
bankhead shoppette,1337 bankhead hwy,carrollton,ga,301168572,flna,792980,13530,1
akmals crossroads,7026 highway 5,douglasville,ga,301356338,flna,792986,13531,1
parkers mini market,10 linda ln,carrollton,ga,301178604,flna,793044,13532,1
grandpa 1,43 dallas nebo rd,dallas,ga,301578759,flna,793086,13533,1
twin pic,4869 west st,forest park,ga,302971850,flna,793395,13534,1
conley package,1400 cedar grove rd,conley,ga,302881106,flna,793837,13535,1
holiday food corner,6400 peachtree industrial blvd,doraville,ga,303602113,flna,794681,13536,1
little river park,3069 n columbia st,milledgeville,ga,310618478,flna,800399,13537,1
maple minit,3110 maple rd se,lindale,ga,301471307,flna,809053,13538,1
t l kwik shop,5100 lake acworth dr,acworth,ga,301017007,flna,809186,13539,1
pj shell,745 bankhead hwy,carrollton,ga,301171917,flna,823373,13540,1
kwik stop,3319 memorial dr,decatur,ga,300322704,flna,825411,13541,1
citi wine spirits,223 moreland ave se,atlanta,ga,303161489,flna,825432,13542,1
cheshire br citgo,2353 cheshire bridge rd ne,atlanta,ga,303243725,flna,825531,13543,1
bella vista,699 rountree rd,riverdale,ga,302743451,flna,831043,13544,1
kellys grocery,4946 high falls rd,jackson,ga,302336610,flna,862865,13545,1
usa package store,3964 buford hwy ne,atlanta,ga,303451647,flna,894953,13546,1
cascade heights liq,615 cascade ave sw,atlanta,ga,303102409,flna,948140,13547,1
fleet oil,3686 us 27 bus,buchanan,ga,30113,flna,1005568,13548,1
big h food,534 jefferson st,cedartown,ga,301253121,flna,1012080,13549,1
bowdon junction quic,4355 n highway 27,carrollton,ga,301177926,flna,1027522,13550,1
peachtree news stand,3350 peachtree rd ne,atlanta,ga,303261039,flna,1032870,13551,1
bev world 1,6731 peachtree industrial blvd,doraville,ga,303602201,flna,1038753,13552,1
food plaza chevron,717 e 3rd st,jackson,ga,302332108,flna,1054662,13553,1
falls view store,4724 high falls rd,jackson,ga,302336648,flna,1056522,13554,1
fairfield mart,3761 carrollton villa rica hwy,carrollton,ga,301165544,flna,1062876,13555,1
cornith kwik stop,7000 hwy 120,bremen,ga,30110,flna,1078649,13556,1
stockbridge food mar,4150 n henry blvd,stockbridge,ga,302813807,flna,1090891,13557,1
pine valley country,265 pine valley rd,hiram,ga,301414911,flna,1097342,13558,1
e t doyal sons gro,115 w wilson st,villa rica,ga,301802736,flna,1105494,13559,1
lucky mart,1703 n expressway,griffin,ga,302231256,flna,1168393,13560,1
welcome pantry glenw,4052 glenwood rd,decatur,ga,300324643,flna,1192850,13561,1
the country store,1206 piedmont hwy,cedartown,ga,301255210,flna,1198476,13562,1
gresham package,2485 gresham rd se,atlanta,ga,303163715,flna,1225599,13563,1
south east pkg,1139 moreland ave se,atlanta,ga,303163125,flna,1237635,13564,1
sunnys package stor,2251 marietta blvd nw,atlanta,ga,303182019,flna,1243631,13565,1
best buy,14299 ga highway 87,forsyth,ga,310293546,flna,1244623,13566,1
burwell corners,3883 lovvorn rd,carrollton,ga,301176661,flna,1249174,13567,1
beverage city,1451 virginia ave,college park,ga,303372205,flna,1257023,13568,1
county line one stop,18535 us hwy 27,roopville,ga,301703885,flna,1263823,13569,1
west side package,3285 martin luther king jr dr sw,atlanta,ga,303111316,flna,1278479,13570,1
stonegate bottle sho,6159 old national hwy,college park,ga,303494366,flna,1282787,13571,1
one stop citgo,2055 highway 19 n,thomaston,ga,302861279,flna,1286103,13572,1
carrollton food mart,699 alabama st,carrollton,ga,301172907,flna,1292425,13573,1
terry market,25 mormon church rd,buchanan,ga,301133601,flna,1301304,13574,1
virgnia curve pkg,856 virginia ave,hapeville,ga,303541942,flna,1367470,13575,1
midway farm supply,9766 highway 98 w,commerce,ga,305304159,flna,1367626,13576,1
jj shoppette,524 georgia highway 100 s,tallapoosa,ga,301764414,flna,1375182,13577,1
sam fina,1925 mason mill rd,decatur,ga,300334007,flna,1399046,13578,1
panola pkg,6125 covington hwy,decatur,ga,300353828,flna,1421058,13579,1
stoneys liquors 124,7980 rockbridge rd,lithonia,ga,300585815,flna,1421068,13580,1
bowdon kwick shop,710 e college st,bowdon,ga,301081119,flna,1437409,13581,1
dees package,4467 glenwood rd,decatur,ga,300325014,flna,1447898,13582,1
clairmont shell,1265 clairmont rd,decatur,ga,300301229,flna,1456166,13583,1
lithonia package,7535 covington hwy,lithonia,ga,300587477,flna,1529025,13584,1
russells conv mkt,675 w peachtree st ne,atlanta,ga,303081989,flna,1569111,13585,1
finish line,5510 memorial dr,stone mountain,ga,300833215,flna,1584251,13586,1
a 2 z food mart,102 atlantic ave,bremen,ga,301101803,flna,1590034,13587,1
red top foods,214 w highway 78,temple,ga,301793718,flna,1615298,13588,1
north express shell,1566 n expressway,griffin,ga,302239013,flna,1679001,13589,1
express bp,436 n expressway,griffin,ga,302232019,flna,1698172,13590,1
happy one stop,4428 martha berry hwy ne,rome,ga,301659706,flna,1727524,13591,1
bp food mart,908 highway 155 s,mcdonough,ga,302537357,flna,1734742,13592,1
express food,3129 highway 36 w,jackson,ga,302336108,flna,1745267,13593,1
deans food mart,4687 rockbridge rd,stone mountain,ga,300834258,flna,1778151,13594,1
food center marathon,1707 w highway 78,villa rica,ga,301804708,flna,1779588,13595,1
georgia gift,675 w peachtree st ne,atlanta,ga,303081989,flna,1790124,13596,1
family foodmart,424 n indian creek dr,clarkston,ga,300212360,flna,1792525,13597,1
discount food mart,425 n main st,cedartown,ga,301252643,flna,1792833,13598,1
hampton grocery stor,7 e main st n,hampton,ga,302285501,flna,1797300,13599,1
rainbow corner inc,4594 dews pond rd se,calhoun,ga,307014336,flna,1807590,13600,1
marathon 5,6036 fairburn rd,douglasville,ga,301342308,flna,1813219,13601,1
stockbridge bottle s,5039 n henry blvd,stockbridge,ga,302813570,flna,1821581,13602,1
dannys food mart,5401 floyd rd sw,mableton,ga,301262217,flna,1853171,13603,1
exxon food mart,5181 s cobb dr se,smyrna,ga,300807151,flna,1853553,13604,1
happy market,5477 riverdale rd,college park,ga,303496160,flna,1858031,13605,1
nca inc,1638 highway 81 e,mcdonough,ga,302523032,flna,1861246,13606,1
matts bp,194 keys ferry st,mcdonough,ga,302533225,flna,1861247,13607,1
rozy food mart,2406 gadsden rd sw,cave spring,ga,301242867,flna,1864972,13608,1
big chief grocery,1834 highway 42 s,flovilla,ga,302162325,flna,1914960,13609,1
z mart llc,9388 villa rica hwy,villa rica,ga,301803610,flna,1944564,13610,1
